PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Vendor Supplied Gene Symbol,Raw Sample Value,Median Negative Control on Plate,Median Positive Control on Plate,PPT Sample as Percentage of Negative Control,PPT MAD Z-Score,PPT Log MAD Z-Score,"Cell Count, Sample",Median Negative Control Cell Count on Plate,Median Positive Control Cell Count on Plate,"Sample Cell Count, MAD Z-Score Normalized to Negative Control",Sample Mitochondrial Signal,Median Negative Control Mitochondrial Signal on Plate,Median Positive Control Mitochondrial Signal on Plate,"Sample mitochondrial signal, MAD Z-Score Normalized to Negative Control",HUGO Gene Symbol,Entrez GeneID,CatalogNumber,REFSEQ,PLATE ID,Row Number,Column Number,Passed Initial Activity Threshold?
RESULT_TYPE,,,,,,,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,TARGET_NCBI_GENE_ID,STRING,STRING,STRING,INTEGER,INTEGER,STRING
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,,,NONE,NONE,
111,56478723,,Inactive,0,,,TRIB3,31.0427,38.6229,93.3125,80.3737,-0.810039,-0.963984,1115,1275,1010.5,0.304807,35.2466,40.0672,54.6009,0.384314,TRIB3,57761,M-003754-01,NM_021158,QDA103595,11,19,No
112,56478724,,Inactive,0,,,PRKCB1,58.0247,38.8317,94.1628,149.426,0.519091,0.455657,950,1361,968,-1.24055,45.4737,43.7155,49.8988,1.39753,PRKCB1,5579,M-003758-04,NM_002738,QDA103627,12,14,No
113,56478725,,Inactive,0,,,CD3E,31.3707,36.3825,95.4171,86.2245,-0.697422,-0.80312,916,1049,940.5,0.293449,40.9389,55.3421,68.2537,-0.498991,CD3E,916,M-003775-01,NM_000733,QDA103929,4,10,No
114,56478726,,Inactive,0,,,TBK1,40.4678,38.6229,93.3125,104.777,-0.340325,-0.356982,797,1275,1010.5,-1.87901,23.8394,40.0672,54.6009,-1.41264,TBK1,29110,M-003788-02,NM_013254,QDA103595,14,3,No
115,56478729,,Inactive,0,,,NEK7,48.2072,38.8317,94.1628,124.144,0.0324559,0.0313078,1163,1361,968,0.129768,14.2734,43.7155,49.8988,-3.1072,NEK7,140609,M-003795-02,NM_133494,QDA103627,14,8,No
116,56478731,,Inactive,0,,,SLK,27.0627,38.8317,94.1628,69.6924,-1.01563,-1.29043,1103,1361,968,-0.256236,24.5694,43.7155,49.8988,-1.62066,SLK,9748,M-003850-02,NM_014720,QDA103627,6,13,No
117,56478732,,Inactive,0,,,MOS,28.8344,38.8317,94.1628,74.2548,-0.927817,-1.14526,1174,1361,968,0.200536,31.7717,43.7155,49.8988,-0.580775,MOS,4342,M-003859-02,NM_005372,QDA103627,6,5,No
118,56478736,,Inactive,0,,,PIM1,60.665,38.6229,93.3125,157.07,0.666223,0.569871,1108,1275,1010.5,0.256736,36.5523,40.0672,54.6009,0.59,PIM1,5292,M-003923-00,NM_002648,QDA103595,4,15,No
119,56478742,,Inactive,0,,,DUSP6,46.9543,37.5698,93.9149,124.979,0.0485281,0.0466543,1077,1314,967,-0.175672,35.6546,42.5495,52.952,0.120908,DUSP6,1848,M-003964-01,NM_001946,QDA103628,12,3,No
120,56478746,,Inactive,0,,,MAP3K6,45.922,38.8317,94.1628,118.259,-0.0808163,-0.0798701,1042,1361,968,-0.648674,36.0845,43.7155,49.8988,0.0419023,MAP3K6,9064,M-003969-00,NM_004672,QDA103627,8,17,No
121,56478747,,Inactive,0,,,MAP4K4,23.7168,37.237,92.7941,63.6916,-1.13114,-1.49656,1020,1234,1031,-0.114857,39.4118,39.9446,56.7057,1.0595,MAP4K4,9448,M-003971-02,NM_004834,QDA103607,9,16,No
122,56478748,,Inactive,0,,,MAPK11,67.0192,38.6229,93.3125,173.522,0.98289,0.797914,950,1275,1010.5,-0.828304,25.4737,40.0672,54.6009,-1.1552,MAPK11,5600,M-003972-03,NM_002751,QDA103595,13,6,No
123,56478749,,Inactive,0,,,PAK7,42.9799,38.8317,94.1628,110.683,-0.226648,-0.231447,870,1361,968,-1.75522,25.7471,43.7155,49.8988,-1.45061,PAK7,57144,M-003973-02,NM_020341,QDA103627,8,14,No
124,56478751,,Inactive,0,,,SRPK1,33.1002,38.6229,93.3125,85.7011,-0.707497,-0.817059,1190,1275,1010.5,0.819858,39.7479,40.0672,54.6009,1.09339,SRPK1,6732,M-003982-02,NM_003137,QDA103595,12,10,No
125,56478752,,Inactive,0,,,MAP2K7,26.4349,38.6229,93.3125,68.4437,-1.03967,-1.33182,1173,1275,1010.5,0.703113,43.4783,40.0672,54.6009,1.68102,MAP2K7,5609,M-004016-01,NM_145185,QDA103595,6,18,No
126,56478753,,Inactive,0,,,PTPRR,61.3281,37.5698,93.9149,163.238,0.784941,0.658047,1138,1314,967,0.230803,42.4429,42.5495,52.952,1.12787,PTPRR,5801,M-004017-02,NM_002849,QDA103628,7,12,No
127,56478754,,Inactive,0,,,MASTL,50.1322,37.237,92.7941,134.63,0.234293,0.216946,998,1234,1031,-0.270959,34.5691,39.9446,56.7057,0.294305,MASTL,84930,M-004020-03,NM_032844,QDA103607,8,11,No
128,56478756,,Inactive,0,,,MELK,57.0999,38.8317,94.1628,147.045,0.473253,0.418878,1219,1361,968,0.490039,35.1107,43.7155,49.8988,-0.0986825,MELK,9833,M-004029-01,NM_014791,QDA103627,7,9,No
129,56478759,,Active,100,,,CAMK2D,17.5972,37.237,92.7941,47.2573,-1.44747,-2.1798,1333,1234,1031,2.10604,46.1365,39.9446,56.7057,2.12209,CAMK2D,817,M-004042-02,NM_001221,QDA103607,10,17,Yes
130,56478762,,Inactive,0,,,STK17B,52.6829,37.237,92.7941,141.48,0.366145,0.330562,1173,1234,1031,0.970756,33.8448,39.9446,56.7057,0.179858,STK17B,9262,M-004051-01,NM_004226,QDA103607,13,12,No
131,56478763,,Inactive,0,,,FLJ32685,51.7647,37.237,92.7941,139.014,0.318681,0.290309,1034,1234,1031,-0.0155203,42.7466,39.9446,56.7057,1.58644,NEK10,152110,M-004052-02,NM_152534,QDA103607,11,22,No
132,56478765,,Active,100,,,PANK1,15.3673,37.237,92.7941,41.269,-1.56273,-2.48999,1214,1234,1031,1.26167,39.5387,39.9446,56.7057,1.07955,PANK1,53354,M-004057-02,NM_138316,QDA103607,10,5,Yes
133,56478766,,Inactive,0,,,UMP-CMPK,61.145,38.8317,94.1628,157.462,0.673761,0.575572,1190,1361,968,0.30347,31.3445,43.7155,49.8988,-0.642452,CMPK,51727,M-004059-00,NM_016308,QDA103627,7,12,No
134,56478768,,Inactive,0,,,UCK1,60.2386,38.8317,94.1628,155.127,0.628829,0.541379,946,1361,968,-1.26628,33.1924,43.7155,49.8988,-0.375657,UCK1,83549,M-004062-01,NM_031432,QDA103627,3,6,No
135,56478772,,Inactive,0,,,NEK2,35.3469,38.8317,94.1628,91.0261,-0.605001,-0.679058,1078,1361,968,-0.417071,24.9536,43.7155,49.8988,-1.56518,NEK2,4751,M-004090-03,NM_002497,QDA103627,10,12,No
136,56478775,,Inactive,0,,,TTK,47.8261,37.237,92.7941,128.437,0.115091,0.109139,971,1234,1031,-0.462538,32.5438,39.9446,56.7057,-0.0257264,TTK,7272,M-004105-00,NM_003318,QDA103607,7,4,No
137,56478776,,Inactive,0,,,STK4,48.7302,38.8317,94.1628,125.491,0.0583794,0.0560103,1171,1361,968,0.181235,40.9052,43.7155,49.8988,0.737929,STK4,6789,M-004157-01,NM_006282,QDA103627,6,9,No
138,56478777,,Inactive,0,,,SGKL,60.082,38.8317,94.1628,154.724,0.621067,0.53542,1114,1361,968,-0.185469,29.2639,43.7155,49.8988,-0.942855,SGK3,23678,M-004162-02,NM_013257,QDA103627,3,11,No
139,56478779,,Inactive,0,,,NEK6,57.0768,37.237,92.7941,153.28,0.593267,0.51395,966,1234,1031,-0.498015,38.4058,39.9446,56.7057,0.900541,NEK6,10783,M-004166-01,NM_014397,QDA103607,15,16,No
140,56478780,,Inactive,0,,,STK10,40.7672,38.6229,93.3125,105.552,-0.325408,-0.34011,1019,1275,1010.5,-0.354458,40.9225,40.0672,54.6009,1.27842,STK10,6793,M-004168-01,NM_005990,QDA103595,4,12,No
141,56478782,,Inactive,0,,,TLK1,43.871,38.8317,94.1628,112.977,-0.182481,-0.184472,983,1361,968,-1.02824,23.0926,43.7155,49.8988,-1.83388,TLK1,9874,M-004174-00,NM_012290,QDA103627,13,12,No
142,56478783,,Inactive,0,,,PRKCL1,33.526,37.237,92.7941,90.0342,-0.624092,-0.70414,1276,1234,1031,1.70159,45.0627,39.9446,56.7057,1.95241,PKN1,5585,M-004175-02,NM_002741,QDA103607,14,19,No
143,56478785,,Inactive,0,,,HUNK,59.7222,38.8317,94.1628,153.798,0.603235,0.521671,879,1361,968,-1.69732,24.0046,43.7155,49.8988,-1.70221,HUNK,30811,M-004214-01,NM_014586,QDA103627,10,11,No
144,56478790,,Inactive,0,,,CDKL1,85.789,38.8317,94.1628,220.925,1.89532,1.35083,1031,1361,968,-0.719441,44.3259,43.7155,49.8988,1.23181,CDKL1,8814,M-004323-01,NM_004196,QDA103627,4,17,No
145,56478791,,Inactive,0,,,MAPK10,45.5166,38.8317,94.1628,117.215,-0.100912,-0.100171,960,1361,968,-1.17621,25.4167,43.7155,49.8988,-1.49833,MAPK10,5602,M-004324-00,NM_002753,QDA103627,11,22,No
146,56478794,,Inactive,0,,,PAK6,31.7498,38.6229,93.3125,82.2046,-0.774797,-0.912418,1150,1275,1010.5,0.545164,26.087,40.0672,54.6009,-1.05859,PAK6,56924,M-004338-02,NM_020168,QDA103595,4,18,No
147,56478804,,Inactive,0,,,PIP5K2C,19.9281,38.6229,93.3125,51.5965,-1.36395,-1.97869,1298,1275,1010.5,1.56153,36.3636,40.0672,54.6009,0.560273,PIP5K2C,79837,M-004535-00,NM_024779,QDA103595,8,16,No
148,56478805,,Inactive,0,,,CAMK2G,49.6409,37.237,92.7941,133.311,0.208898,0.1944,1181,1234,1031,1.02752,37.0025,39.9446,56.7057,0.67881,CAMK2G,818,M-004536-01,NM_001222,QDA103607,14,3,No
149,56478807,,Inactive,0,,,CKS1B,66.5785,37.237,92.7941,178.797,1.08442,0.866468,1073,1234,1031,0.261205,29.5433,39.9446,56.7057,-0.499829,CKS1B,1163,M-004586-01,NM_001826,QDA103607,14,14,No
150,56478810,,Inactive,0,,,CIT,50.3476,38.6229,93.3125,130.357,0.152041,0.143103,822,1275,1010.5,-1.70732,27.8589,40.0672,54.6009,-0.779463,CIT,11113,M-004613-00,NM_007174,QDA103595,12,22,No
151,56478811,,Inactive,0,,,STK32C,33.5878,38.8317,94.1628,86.4959,-0.692199,-0.795926,1155,1361,968,0.078301,32.8139,43.7155,49.8988,-0.430311,STK32C,282974,M-004615-00,NM_173575,QDA103627,6,12,No
152,56478812,,Inactive,0,,,STK32B,41.2711,38.8317,94.1628,106.282,-0.311351,-0.324326,1090,1361,968,-0.33987,40.2752,43.7155,49.8988,0.646971,STK32B,55351,M-004618-00,NM_018401,QDA103627,5,13,No
153,56478814,,Inactive,0,,,FLJ25006,69.664,38.6229,93.3125,180.37,1.1147,0.886521,948,1275,1010.5,-0.842039,44.8312,40.0672,54.6009,1.89415,-,124923,M-004624-00,NM_144610,QDA103595,13,20,No
154,56478819,,Inactive,0,,,LATS1,20.7565,37.237,92.7941,55.7418,-1.28416,-1.80178,932,1234,1031,-0.739263,29.3991,39.9446,56.7057,-0.522614,LATS1,9113,M-004632-00,NM_004690,QDA103607,13,15,No
155,56478823,,Inactive,0,,,PKN3,52.2163,37.237,92.7941,140.227,0.342025,0.310195,1030,1234,1031,-0.0439024,33.3981,39.9446,56.7057,0.109261,PKN3,29941,M-004647-01,NM_013355,QDA103607,10,21,No
156,56478825,,Inactive,0,,,PRKACB,53.723,38.6229,93.3125,139.096,0.320258,0.291658,1201,1275,1010.5,0.895399,52.5396,40.0672,54.6009,3.10843,PRKACB,5567,M-004650-00,NM_002731,QDA103595,8,20,No
157,56478826,,Inactive,0,,,PRKACG,51.1111,38.8317,94.1628,131.622,0.176399,0.165219,1083,1361,968,-0.384904,40.6279,43.7155,49.8988,0.697888,PRKACG,5568,M-004651-02,NM_002732,QDA103627,15,3,No
158,56478828,,Inactive,0,,,PRKCG,48.7179,38.8317,94.1628,125.459,0.0577742,0.0554366,893,1361,968,-1.60725,31.9149,43.7155,49.8988,-0.560104,PRKCG,5582,M-004654-01,NM_002739,QDA103627,4,4,No
159,56478829,,Inactive,0,,,PRKCH,52.0576,38.8317,94.1628,134.06,0.223315,0.207226,893,1361,968,-1.60725,33.9306,43.7155,49.8988,-0.269078,PRKCH,5583,M-004655-01,NM_006255,QDA103627,7,11,No
160,56478832,,Inactive,0,,,PRKG2,54.2248,38.6229,93.3125,140.395,0.345265,0.312941,1053,1275,1010.5,-0.120968,32.0038,40.0672,54.6009,-0.126523,PRKG2,5593,M-004659-00,NM_006259,QDA103595,3,8,No
161,56478843,,Inactive,0,,,SGK2,35.574,37.237,92.7941,95.5342,-0.518229,-0.568398,1234,1234,1031,1.40358,41.1669,39.9446,56.7057,1.33683,SGK2,10110,M-004673-01,NM_016276,QDA103607,15,15,No
162,56478852,,Inactive,0,,,ALS2CR7,32.6287,37.237,92.7941,87.6244,-0.670476,-0.76625,1042,1234,1031,0.0412438,48.4645,39.9446,56.7057,2.48993,ALS2CR7,65061,M-004685-01,NM_139158,QDA103607,14,10,No
163,56478856,,Inactive,0,,,CDK11,63.8544,38.8317,94.1628,164.439,0.80806,0.67483,1065,1361,968,-0.500705,32.3005,43.7155,49.8988,-0.504434,CDC2L6,23097,M-004689-00,NM_015076,QDA103627,5,5,No
164,56478859,,Inactive,0,,,DYRK4,43.9301,37.237,92.7941,117.975,-0.0862947,-0.0853866,1075,1234,1031,0.275396,31.1628,39.9446,56.7057,-0.243937,DYRK4,8798,M-004732-01,NM_003845,QDA103607,15,17,No
165,56478860,,Inactive,0,,,ADK,28.06,37.237,92.7941,75.3551,-0.906638,-1.11159,1124,1234,1031,0.623076,38.79,39.9446,56.7057,0.961255,ADK,132,M-004733-02,NM_001123,QDA103607,8,8,No
166,56478861,,Inactive,0,,,CSNK2A2,27.7344,38.6229,93.3125,71.8081,-0.97491,-1.22197,894,1275,1010.5,-1.21288,27.2931,40.0672,54.6009,-0.868595,CSNK2A2,1459,M-004752-00,NM_001896,QDA103595,10,10,No
167,56478862,,Inactive,0,,,IRAK1,36.1925,37.237,92.7941,97.195,-0.486261,-0.52894,845,1234,1031,-1.35657,31.0059,39.9446,56.7057,-0.268725,IRAK1,3654,M-004760-03,NM_001569,QDA103607,11,8,No
168,56478864,,Inactive,0,,,IRAK3,63.0435,38.8317,94.1628,162.351,0.767863,0.64557,535,1361,968,-3.91041,9.15888,43.7155,49.8988,-3.84564,IRAK3,11213,M-004762-00,NM_007199,QDA103627,6,3,No
169,56478865,,Inactive,0,,,NLK,26.5674,38.6229,93.3125,68.7867,-1.03307,-1.32038,1173,1275,1010.5,0.703113,31.1168,40.0672,54.6009,-0.266251,NLK,51701,M-004763-01,NM_016231,QDA103595,5,4,No
170,56478868,,Inactive,0,,,PIP5K1A,29.7373,38.6229,93.3125,76.9941,-0.875091,-1.06233,954,1275,1010.5,-0.800835,29.5597,40.0672,54.6009,-0.511529,PIP5K1A,8394,M-004780-02,NM_003557,QDA103595,14,13,No
171,56478871,,Inactive,0,,,CDKL3,38.1847,37.237,92.7941,102.545,-0.383283,-0.406272,1170,1234,1031,0.949469,30.2564,39.9446,56.7057,-0.387155,CDKL3,51265,M-004798-00,NM_016508,QDA103607,8,16,No
172,56478875,,Inactive,0,,,CLK3,45.0105,38.8317,94.1628,115.912,-0.125999,-0.125768,1329,1361,968,1.19771,37.0956,43.7155,49.8988,0.187887,CLK3,1198,M-004802-01,NM_001292,QDA103627,10,7,No
173,56478876,,Inactive,0,,,CLK4,30.298,38.8317,94.1628,78.024,-0.855266,-1.03191,1137,1361,968,-0.0375002,46.0862,43.7155,49.8988,1.48596,CLK4,57396,M-004803-00,NM_020666,QDA103627,8,3,No
174,56478878,,Inactive,0,,,DYRK1B,52.1987,38.6229,93.3125,135.15,0.244294,0.225763,1140,1275,1010.5,0.476491,48.3333,40.0672,54.6009,2.44583,DYRK1B,9149,M-004806-01,NM_004714,QDA103595,14,6,No
175,56478884,,Inactive,0,,,MAK,43.1925,38.8317,94.1628,111.23,-0.216112,-0.220153,1103,1361,968,-0.256236,39.5286,43.7155,49.8988,0.539166,MAK,4117,M-004813-01,NM_005906,QDA103627,8,13,No
176,56478885,,Inactive,0,,,SPHK2,37.4412,38.8317,94.1628,96.4193,-0.501192,-0.547285,949,1361,968,-1.24698,29.3994,43.7155,49.8988,-0.923298,SPHK2,56848,M-004831-00,NM_020126,QDA103627,5,4,No
177,56478886,,Inactive,0,,,PCTK2,38.5714,38.8317,94.1628,99.3299,-0.445169,-0.479201,977,1361,968,-1.06684,34.391,43.7155,49.8988,-0.202602,PCTK2,5128,M-004835-01,NM_002595,QDA103627,10,15,No
178,56478887,,Inactive,0,,,PCTK3,44.7394,37.237,92.7941,120.148,-0.0444614,-0.0435956,931,1234,1031,-0.746358,40.0644,39.9446,56.7057,1.16263,PCTK3,5129,M-004836-02,NM_002596,QDA103607,15,13,No
179,56478888,,Inactive,0,,,PFTK1,77.1488,37.237,92.7941,207.184,1.63081,1.20381,907,1234,1031,-0.91665,26.4609,39.9446,56.7057,-0.986896,PFTK1,5218,M-004837-01,NM_012395,QDA103607,12,6,No
180,56478889,,Inactive,0,,,RAGE,46.3768,38.6229,93.3125,120.076,-0.0458456,-0.0449663,796,1275,1010.5,-1.88588,32.4121,40.0672,54.6009,-0.0622103,RAGE,5891,M-004838-01,NM_014226,QDA103595,13,9,No
181,56478890,,Inactive,0,,,SRPK2,40.0994,38.6229,93.3125,103.823,-0.358686,-0.377919,1092,1275,1010.5,0.146858,32.7839,40.0672,54.6009,-0.00363801,SRPK2,6733,M-004839-01,NM_182691,QDA103595,15,15,No
182,56478901,,Inactive,0,,,NEK8,69.5172,38.6229,93.3125,179.99,1.10738,0.881692,658,1275,1010.5,-2.83357,21.7325,40.0672,54.6009,-1.74453,NEK8,284086,M-004866-00,NM_178170,QDA103595,8,4,No
183,56478903,,Inactive,0,,,NEK9,35.4749,38.6229,93.3125,91.8493,-0.589155,-0.658447,955,1275,1010.5,-0.793968,30.9948,40.0672,54.6009,-0.285474,NEK9,91754,M-004869-01,NM_033116,QDA103595,3,15,No
184,56478913,,Inactive,0,,,DCAMKL1,25.5474,38.8317,94.1628,65.7903,-1.09074,-1.42234,995,1361,968,-0.951044,30.6533,43.7155,49.8988,-0.742259,DCLK1,9201,M-004884-01,NM_004734,QDA103627,14,9,No
185,56478914,,Inactive,0,,,AK5,49.4557,38.8317,94.1628,127.359,0.0943419,0.0898434,1168,1361,968,0.161935,35.3596,43.7155,49.8988,-0.0627545,AK5,26289,M-004897-02,NM_012093,QDA103627,2,13,No
186,56478918,,Inactive,0,,,ACVR1B,27.639,38.6229,93.3125,71.5612,-0.979663,-1.22985,1135,1275,1010.5,0.442154,38.4141,40.0672,54.6009,0.883278,ACVR1B,91,M-004925-01,NM_004302,QDA103595,6,15,No
187,56478922,,Inactive,0,,,ANKK1,40.7654,37.237,92.7941,109.476,-0.249883,-0.256552,1121,1234,1031,0.601789,39.5183,39.9446,56.7057,1.07633,ANKK1,255239,M-004930-01,NM_178510,QDA103607,11,12,No
188,56478923,,Inactive,0,,,ARK5,41.461,38.6229,93.3125,107.348,-0.29083,-0.301476,952,1275,1010.5,-0.81457,40.2311,40.0672,54.6009,1.1695,NUAK1,9891,M-004931-00,NM_014840,QDA103595,15,7,No
189,56478926,,Inactive,0,,,BMPR1B,28.655,37.237,92.7941,76.953,-0.875881,-1.06355,1152,1234,1031,0.82175,34.375,39.9446,56.7057,0.263629,BMPR1B,658,M-004934-01,NM_001203,QDA103607,10,12,No
190,56478929,,Inactive,0,,,CAMK1,20.7946,38.6229,93.3125,53.8401,-1.32076,-1.88124,1079,1275,1010.5,0.0575829,33.8276,40.0672,54.6009,0.160779,CAMK1,8536,M-004940-00,NM_003656,QDA103595,6,19,No
191,56478930,,Inactive,0,,,CAMK1G,55.2839,38.6229,93.3125,143.138,0.398049,0.357226,1177,1275,1010.5,0.730583,35.7689,40.0672,54.6009,0.466586,CAMK1G,57172,M-004941-01,NM_020439,QDA103595,4,8,No
192,56478931,,Inactive,0,,,CAMK2A,40.8774,38.8317,94.1628,105.268,-0.330865,-0.346268,1333,1361,968,1.22345,25.1313,43.7155,49.8988,-1.53953,CAMK2A,815,M-004942-00,NM_015981,QDA103627,4,20,No
193,56478933,,Inactive,0,,,CAMK4,37.2016,38.8317,94.1628,95.8024,-0.513067,-0.56198,1065,1361,968,-0.500705,34.6479,43.7155,49.8988,-0.165511,CAMK4,814,M-004944-01,NM_001744,QDA103627,8,8,No
194,56478935,,Inactive,0,,,DAPK3,28.4545,38.6229,93.3125,73.6725,-0.939024,-1.16329,889,1275,1010.5,-1.24721,26.9966,40.0672,54.6009,-0.915292,DAPK3,1613,M-004947-00,NM_001348,QDA103595,12,11,No
195,56478939,,Inactive,0,,,KIF13B,28.5714,20.0397,91.2489,142.574,0.387206,0.348199,1163,1447.5,1148,-0.317346,25.1075,45.5163,56.0895,-1.68638,KIF13B,23303,M-004963-00,NM_015254,QDA103561,11,11,No
196,56478941,,Inactive,0,,,HSPB8,28.1712,38.6229,93.3125,72.9392,-0.95314,-1.18619,1169,1275,1010.5,0.675644,33.3618,40.0672,54.6009,0.0874076,HSPB8,26353,M-005006-00,NM_014365,QDA103595,3,12,No
197,56478942,,Inactive,0,,,HRI,30.452,38.6229,93.3125,78.8445,-0.839473,-1.00796,1122,1275,1010.5,0.352879,32.6203,40.0672,54.6009,-0.0294037,EIF2AK1,27102,M-005007-00,NM_014413,QDA103595,9,22,No
198,56478945,,Inactive,0,,,TNNI3K,38.4615,37.237,92.7941,103.289,-0.368971,-0.389732,1096,1234,1031,0.424401,43.9781,39.9446,56.7057,1.78103,TNNI3K,51086,M-005013-01,NM_015978,QDA103607,14,8,No
199,56478946,,Inactive,0,,,MAPKAPK3,53.1858,38.6229,93.3125,137.706,0.293489,0.268653,1053,1275,1010.5,-0.120968,33.7132,40.0672,54.6009,0.142755,MAPKAPK3,7867,M-005014-01,NM_004635,QDA103595,10,3,No
200,56478947,,Inactive,0,,,MAPKAPK5,35.2365,38.8317,94.1628,90.7418,-0.610473,-0.686219,1094,1361,968,-0.314137,39.5795,43.7155,49.8988,0.546525,MAPKAPK5,8550,M-005015-00,NM_003668,QDA103627,10,14,No
201,56478948,,Inactive,0,,,MGC42105,29.0975,38.6229,93.3125,75.3374,-0.906979,-1.11213,1245,1275,1010.5,1.19756,37.751,40.0672,54.6009,0.778822,-,167359,M-005016-01,NM_153361,QDA103595,6,4,No
202,56478950,,Inactive,0,,,PASK,50.5005,38.8317,94.1628,130.05,0.146129,0.137703,1029,1361,968,-0.732308,33.4305,43.7155,49.8988,-0.341276,PASK,23178,M-005018-01,NM_015148,QDA103627,13,8,No
203,56478951,,Inactive,0,,,PDK1,44.614,38.8317,94.1628,114.891,-0.145651,-0.146023,991,1361,968,-0.976777,49.445,43.7155,49.8988,1.97091,PDK1,5163,M-005019-00,NM_002610,QDA103627,7,7,No
204,56478952,,Inactive,0,,,PDK2,62.915,37.237,92.7941,168.958,0.895048,0.736899,1125,1234,1031,0.630171,56,39.9446,56.7057,3.68063,PDK2,5164,M-005020-00,NM_002611,QDA103607,13,3,No
205,56478956,,Inactive,0,,,PKMYT1,44.2006,38.8317,94.1628,113.826,-0.166141,-0.167334,1190,1361,968,0.30347,37.7311,43.7155,49.8988,0.279646,PKMYT1,9088,M-005026-02,NM_004203,QDA103627,5,14,No
206,56478959,,Inactive,0,,,PRKCN,53.9576,37.237,92.7941,144.903,0.432036,0.385294,834,1234,1031,-1.43462,24.1007,39.9446,56.7057,-1.35982,PRKD3,23683,M-005029-01,NM_005813,QDA103607,9,18,No
207,56478960,,Inactive,0,,,PRKDC,33.863,38.8317,94.1628,87.2045,-0.678559,-0.777247,860,1361,968,-1.81955,44.3023,43.7155,49.8988,1.22841,PRKDC,5591,M-005030-01,NM_006904,QDA103627,12,13,No
208,56478961,,Inactive,0,,,WNK4,26.0263,38.8317,94.1628,67.0233,-1.06701,-1.37983,1121,1361,968,-0.140435,34.7012,43.7155,49.8988,-0.157819,WNK4,65266,M-005031-02,NM_032387,QDA103627,7,16,No
209,56478962,,Inactive,0,,,RNASEL,21.7464,37.237,92.7941,58.4001,-1.23299,-1.69512,1094,1234,1031,0.41021,30.5302,39.9446,56.7057,-0.343899,RNASEL,6041,M-005032-01,NM_021133,QDA103607,10,18,No
210,56478967,,Inactive,0,,,STK22D,42.036,38.6229,93.3125,108.837,-0.262174,-0.269944,1336,1275,1010.5,1.82249,50.7485,40.0672,54.6009,2.82629,TSSK1B,83942,M-005038-02,NM_032028,QDA103595,2,22,No
211,56478970,,Inactive,0,,,TAF1,63.8343,38.8317,94.1628,164.387,0.807061,0.674108,1289,1361,968,0.940377,41.3499,43.7155,49.8988,0.802131,TAF1,6872,M-005041-01,NM_004606,QDA103627,5,3,No
212,56478974,,Inactive,0,,,TRIO,30.8126,37.237,92.7941,82.7472,-0.764354,-0.897358,1152,1234,1031,0.82175,33.1597,39.9446,56.7057,0.0716009,TRIO,7204,M-005047-00,NM_007118,QDA103607,14,20,No
213,56478975,,Active,100,,,TRPM6,15.5657,37.237,92.7941,41.8017,-1.55248,-2.46063,1179,1234,1031,1.01333,38.3376,39.9446,56.7057,0.889761,TRPM6,140803,M-005048-01,NM_017662,QDA103607,12,17,Yes
214,56478976,,Active,100,,,ULK1,19.3053,38.8317,94.1628,49.7154,-1.40015,-2.06371,1118,1361,968,-0.159735,33.2737,43.7155,49.8988,-0.363917,ULK1,8408,M-005049-00,NM_003565,QDA103627,11,6,Yes
215,56478979,,Inactive,0,,,PDXK,23.5566,38.6229,93.3125,60.9913,-1.18311,-1.59574,1123,1275,1010.5,0.359746,32.057,40.0672,54.6009,-0.118143,PDXK,8566,M-005070-02,NM_003681,QDA103595,8,21,No
216,56478981,,Inactive,0,,,UMPK,66.6401,37.237,92.7941,178.962,1.0876,0.868586,1080,1234,1031,0.310873,56.2963,39.9446,56.7057,3.72744,UCK2,7371,M-005077-00,NM_012474,QDA103607,9,10,No
217,56478982,,Inactive,0,,,FLJ10761,66.7542,38.6229,93.3125,172.836,0.96968,0.788842,984,1275,1010.5,-0.594815,38.4146,40.0672,54.6009,0.883362,ETNK2,55224,M-005078-00,NM_018208,QDA103595,3,11,No
218,56478983,,Inactive,0,,,DGKQ,61.3987,38.6229,93.3125,158.97,0.702787,0.597392,1003,1275,1010.5,-0.464335,46.7597,40.0672,54.6009,2.19795,DGKQ,1609,M-005079-02,NM_001347,QDA103595,4,17,No
219,56478986,,Inactive,0,,,TLR6,76.6478,34.8669,94.0704,219.83,1.87422,1.33945,901,1288,1000,-1.22726,40.2886,43.9986,57.1148,0.611472,TLR6,10333,M-005156-01,NM_006068,QDA103765,10,12,No
220,56478988,,Inactive,0,,,PIK3CG,62.8194,37.237,92.7941,168.702,0.890107,0.733418,1046,1234,1031,0.0696258,34.13,39.9446,56.7057,0.224919,PIK3CG,5294,M-005274-02,NM_002649,QDA103607,15,7,No
